Review	Spam
"Terror in Central Park: Here is a terrifying novel by Cornwell. Her knowledge of medicine and forensic science keeps you turning the page. A woman's body is found in the snow in Central Park. There is no question that the killer is one Temple Brooks Goult. Scarpetta discovers that his killings are a pattern with one ending. It is one of her best. By Ruth Thompson author of ""The Bluegrass Dream"""	0
Our Senators and Reps should read and heed: This is not a new book;perhaps that's why it is so useful.There is no gobblygook, no arcane economic theories with fancy lables.What there are in this book are many examples of - - if the government takes this action to make this or that happen, the unintended consequences have proven to be and will probably be again something quite different, and usually not positive.Sound experiential economics in my view, clearly written; and a tremendous help to understanding what will probably happen if the nation takes on more debt, subsidizes this or that interest, taxes one interest at the expense of another, etc.I liked it; I could read and understand it.	0
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 	1
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info	1
ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18	1
Don't try to fool us with fake reviews.: It's glaringly obvious that all of the glowing reviews have been written by the same person, perhaps the author herself. They all have the same misspellings and poor sentence structure that is featured in the book. Who made Veronica Haddon think she is an author?	0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+	1
This is the 2nd attempt to contract U, you have won this weeks top prize of either �1000 cash or �200 prize. Just call 09066361921	1
Waste of money: The product worked fine on the first day and now it doesn't work as described on the advert. I've never been so sore (both side) in my entire life. I cannot wear it for more than 2h. Other then the product itself, the delivery system was also misleading I choose a 5-8 days delivery when i placed the order but the product was delivered a month later. What made me even more annoyed was the fact that I had to pay for the post charges because apparently the sender didn't use correct stamp or pay the full charge. :@	0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	1
Please CALL 08712402972 immediately as there is an urgent message waiting for you	1
Can't Go Wrong With This Item!: I recently purchased the Power Cotton & Rubber Waist Cincher, and loved it so much I thought I'd give this one a try as well. As far as the smell, it's very faint. Washing it prior to use and putting plenty of dryer sheets in should help the smell diminish pretty quickly. The fit was nice & comfortable. But it's not a solid black like you'd assume. Prepare for a charcoal black/gray color for the exterior. The interior rubber WILL make you sweat ladies, so get ready to have a sticky abdomen at the end of the day. The same thing with the waist cincher, the back begins to bunch up and make wrinkles after a few days.Overall, great product.	0
"Falling apart: When I first received this product I was plenty happy, I thought I had finally (after 8 years of switching from cincher to cincher) found the right one. It squeezed my belly enough that it actually got me to ""right-sized"" eating (whereas a lot of times I would get seconds, I found when I wore this cincher I could only eat one serving), which of course is wonderful. I didn't mind that sometimes it bunched up, I didn't mind that sometimes it left welts (that went away shortly after I removed the cincher), however, after about two weeks, on of the metal prongs came out, making the cincher essentially useless because it doesn't hold it's form. Even the cheap cinchers at Walmart held up better than this and cost only a fraction of what this cost."	0
An interesting little essay: Although the title is the soul of man under socialism, the theoretical basis for what he talks about would be more of a collective anarchy commune which fosters his individualism more than the socialisms that we have seen in theory and practice in the last couple of centuries.This is an interesting little essay because of its meandering nature. it starts out as a political tract, then veers into a brief on aesthetics and then tries to synthesize the two at the end. For me, its process felt unsuccessful, but at least there are many places that can be quotable.Quotable -- to the point that I wanted to, in a half-hearted daydream, to imagine using this text as a theoretical basis to look at Wilde's own creative work to see if he meets his own aesthetic standards. While that project may not be worthwhile, the reading of this essay is worthwhile.	0
ahi: I am 116 lbs. but after 4 kids (a set of twins) the tummy was not the same. squeem gives me a beautiful shape under my clothes...never look better. the only downfall it does not cut inches off or make you loose any body fat..after its off all the bulge comes out. It makes you look great thou...don't leave home without it.	0
Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 	1
not really worth it: I wore this for my wedding since I hadn't lost all of my pregnancy weight. It was great for a little bit. But then started getting a crease around my waist. I can't wear it anymore. Plus it made me feel very sick if I wore it for more than a couple hours. They suggest wearing it 8 hours? I couldn't do it. As soon as I take it off I am instantly better.	0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs	1
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50	1
URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only	1
Too scattered, too shallow: Although this might be a good book to introduce issues in technical writing to someone considering the field, it is not useful if you want anything more than a broad overview. The information it contains varies widely in depth and is sometimes dated; for example, there are several paragraphs discussing the features of dot-matrix printers but only one short and incomplete list of the types of bindings available for professionally printed documentation. For some unclear reason, two sections on editing are separated by 10 pages on usability testing. If you are actually involved in technical writing, there are better books.	0
"Poor instructions, but once you figure it out... kinda cool: These wraps were not doing anything when we placed them in ""hot"" water. We searched the internet and found others having the same problem. The instructions are very poor. First off, you need to dip in boiling water (or at least some temperature level above what I would call hot). Second, the instructions don't describe what should happen, should the image shrink around the egg, transfer to it -- what?Needless to say, it was frustrating for a minute or two, but my wife - who is very intelligent and great in the kitchen - immediately thought, ""well... hot water wouldn't do much to change the properties of the plastic, so let's try boiling water - nothing to lose.""Should be more explicit in the instructions. (We were using the star wars version of this product)."	0
Rochelle explains It All for You: Wondering what the hell has happened to the moral aspect of modern American culture ? This book is a lucid, well argued explanation of the simple fact that we have become so totally focused on our individual RIGHTS that we have completely ignored, and even mocked, our personal and public responsibilities. The final response and indictment of Robert Ringer's best seller, LOOKING OUT FOR #1. This is a great time for anyone who is disgusted with the boorish state of American media, politics and discourse in general, to clear their heads for the substantial challenges that lie before us not only as Americans, but as human beings. A great book	0
FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)	1
Ludicrous and silly: I remember getting this book so faintly that that says alot about my opinion of it. Basically, while I will entertain lots of odd ideas and theories, this book was basically silly.	0
Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'	1
Didn't live up to expectations.: I ordered these shoes to replace the previous pair that had ripped apart at the sole. Clark said they did not make this shoe anymore, so I had to order them through Amazon. Sadly, the second pair ripped in the same place within 3 months. My son has since bought a similar pair from Sperry and they seem to be holding up much better.	0
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+	1
autumn: got this for my daughter in NC, she is now making prefect bread. Wish she lived closer to make me some	0
Oh god kill me now, this book is BAD.: This is my mom's account. I had the pleasure of reading this book in English this year. I can honestly say, it is the single most boring book I've EVER read. You will NEVER find someone my age that enjoys this story. It has no action! No suspense! It isn't deep! Things don't symbolize anything. If they do, then you're thinking too hard. This book is not a classic. It is the worst. I'd recommend copying a dictionary before I'd ask you to read this pile. DO NOT EVEN THINK OF BUYING THIS.	0
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	1
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls �1/minMobsmoreLKPOBOX177HP51FL	1
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16	1
Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP	1
ESTE LIBRO CONTIENE TODO: LO QUE PENSE QUE NO ME INTERESABA SABER SOBRE EL BOX Y SUS CAMPEONES...PERO ME CAUTIVO Y LO LEI HASTA EL FINAL !AHORA SI PUEDO DISCUTIR DE BOX CON MI ESPOSO Y MIS CUÑADOS...¡Y HASTA CON MI SUEGRO, QUE ES EX BOXEADOR !	0
You have 1 new message. Please call 08715205273	1
does not fit me!: So according to the size chart on the box size small is for waistline 28-31my waist is 28 so i got the smallit does not even come close to being able to close and clasp!maybe it's just me but i am terribly disappointed	0
A great American Sisters book.: Ten year old Erna Anderson and her sixteen year old sister Alfreda lived lives of poverty in Sweden. Their father went to America seven years ago, and finaly sent for Mother and their little brother Karl. But Karl had died, and Mother was ill, so Erna and Alfreda would have to make the journey to America alone, in third class on the Titanic. The two sisters, seperated at first by poverty and sorrow, soon become friends. But when the Titanic hits an iceberg and begins to sink, can they survive?	0
Very Good: Just as promised, worked well for what I needed. I have some old 8mm tapes and needed a camcorder to play them back on and this fit the bill it also had the USB streaming so I can now transfer them to dvd also the shipping was quick and package great for protection.	0
meh: There was very bad effects & evil characters that look like they stepped out of the 10 dollar costume halloween shop. If you are in to paying 1.99 for really cheesy stuff this is for you. The bad guy does have a good demonic voice & some interestingly complex and incredibly vulgar sayings.	0
Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p	1
Nice for the money: The first one I bought was defective. The DVD didn't work at all. I purchased it from Electronics Express and when I contacted them they were wonderful. They gave me an RMA number right away, Fedex picked it up the next day and a new one arrived 1 week later. This one is just fine. I really love the clarity of the picture. My only complaint is that in DVD mode, the sound isn't loud enough. I have it in my RV and with the A/C running, I can barely hear it. I solved the problem by running an audio out jack from the TV to the input on the RV stereo speaker system. It's very lightweight and easy to move around and store. A bonus for the RV. The remote isn't great, but it works just fine and the video/audio jacks and antenna input are easy to get to as is the DVD player. All in all, it's a great deal for the price.	0
Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text	1
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O �250 3 WANT �800	1
Economics: Very clearly written with a minimum of jargon. Basic principles easy to understand even for the non-economist, but topics were not oversimplified. Essential reading for anyone who wants to make informed decisions in these troubled economic times.	0
More politics, less economincs: I wish I had read more of the reviews to learn that this book is less about economics and more about pushing a particular political point of view. The point of view is hard right and the current recession disproves most of the economic patter. After skimming a few pages I threw it away; I didn't even want it in the house.	0
mirroring the reader: I find it fascinating that this wonderful glimpse into our nation shortly before the American Revolution could be thought of as stuffy, boring and a waste of time. Hofstader, a brilliant and yet very human scholar, has offered us a wonderfully concise, compelling and illuminating read - a rare and precious gift to anyone wishing to examine the evolution of our nation. He has done all the work, not only allowing us to form our own conclusions from the facts rather than spoon-feeding us his unsubstantiated opinion, but has presented this vast amount of data in a breezy, very readable manner. The only explanation I could arrive at of how anyone could find this great book a waste of time is that these reviews are as much a reflection of the reviewer as the book under review.Bravo Professor Hofstader. I regret that you did not live to complete your masterpiece.	0
Henry has come home...: I had Henry back in the early 70's. I am forty now and still have my original. I bought a new one for my Dad who is ill because I knew he would get the significance. Henry got me through the insecurities I had as a child and I am hoping he does the same for my Dad as he battles terminal cancer.Thanks for making him again.	0
Great Read: I thought this book was brilliant, but yet realistic. It showed me that to error is human. I loved the fact that this writer showed the loving side of God and not the revengeful side of him. I loved how it twisted and turned and I could not put it down. I also loved The glass castle.	0
Thanks for your subscription to Ringtone UK your mobile will be charged �5/month Please confirm by replying YES or NO. If you reply NO you will not be charged	1
Not Worth The Reader's Time: It's a hard slog to read a book written by someone just going through the motions.Jack Higgins drags out his stock company of characters - Sean Dillon and his .22 in an ankle holster and glasses of Bushmills and cardboard villians and it's just a bore.The action isn't believable. The plot is silly. The dialogue is written to tell the reader what's going on (and every character speaks with the same voice) - this isn't how real people speak. Then the characters overexplain because, apparently, the author wasn't paying attention when he gave you the same information a dozen or so pages ago.Frankly, I've read enough about the IRA and Prods and One Para and County Down to last me the rest of my born days. It just isn't worth it anymore, Jack. Too much work reading for too little reward.	0
You sure can tell this was written by an accountant...: There sure is some exciting literature out there. This is not it. The material is very dry...desert comes to mind. I am using this book for my accounting 211 course at OSU, and boy is it fun (note the sarcasm). And what's with the dates in the example problems (such as 12/31/x1)? What is that? Were they too afraid to put a 9 in there? They didn't think we, the students, could handle it? But hey, I'm not bitter or anything. I don't even think you COULD make accounting interesting. A must read! (HA!)	0
boning is not a plus: It holds things together but the boning gets uncomfortable, would have been better without it. It also folds in with the fold of my stomach, which I didn't want, so it doesn't get that pooch area as well as I would've liked. I guess if you just want to tuck things in to wear a dress this would be good, thats about it.	0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.	1
Wasn't that impressed........: It didn't do much to slim the midsection and all it does is pretty much push everything up to the top, making your breasts and back look MUCH wider. If I do continue to wear it, it will be around the house or under loose clothes/jackets.	0
Buyer Beware!!: I ordered the cake topper June 27, 2010. I was given an estimated shipping date of July 1-7, 2010. Those dates came & went with no cake topper. I contacted the seller twice with no response. I filed a claim with Amazon. I did end up receiving a cake topper on July 16, 2010; however, it's not even the one I ordered! The seller did refund my money, but has never contacted me or apologized for the mishap. I will never buy anything from the seller again. I looked at the seller's feedback & I'm not the only person they have done wrong, so buyer beware!!	0
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost�3.75max 	1
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	1
"ghetto foolishness: i like the Hot Boys and really like Juvenile, but this is not good. the only thing good is ""we on fire"" and ""I need a hot girl"". just download those 2 songs onto your Ipod and skip this album."	0
"should be titled ""Hollywood Debacle"": The plot is so ridiculous, I have to wonder if they even read the script before making this film. The mountain lion breaks out of his trailer - and the cars behind don't notice? The mountain lion is captured - and put in a jail cell? Get real! Utterly, completely stupid."	0
"This was an intriguing book that influenced my destiny.: I read ""Trouble on Titan"" around 1970, when the Apollo program was at its apex, and the human exploration of the Solar System seemed only a short step away. My review is based on old memories, but I can still remember a mining colony on Titan and jet craft using oxygen for fuel and burning Titan's methane atmosphere. We've learned much since this book was written, and Titan's atmosphere has less methane than we originally thought. However, this book was well written, and I am sure will intrigue my son as much as it intrigued his father, who is now working at NASA on the Cassini/Huygens mission to Saturn and Titan. This book has that old-style sci-fi flavor that made another world seem more like reality than fantasy. I think if you enjoyed the Lucky Starr and David Starr stories by Asimov, you will enjoy ""Trouble on Titan."""	0
+123 Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm	1
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X	1
U are subscribed to the best Mobile Content Service in the UK for �3 per ten days until you send STOP to 83435. Helpline 08706091795.	1
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A�1.50 minAPN LS278BB	1
TOM ATKINSON REVIEW: I DID NOT GET THE SLACK THAT HAD THE WAISTBAND. I GOT SLACK WITH NO WAISTBAND, SO I SEND THEM BACK AN WAS TRYING TO GE A 42 29 BUT I RECEIVED A E MAIL STATETING THAT THE PRODUCT WAS NO LONGER AVABILITY. SO FAR I'AM NOT SURE WERE MY REFUND WENT. PLEASE LET ME KNOW.TOM ATKINSON	0
Great product: Just what I needed to get me headed back toward my pre-pregnancy waist. Bought an XL and probably could have fit into the large. Looking to down size soon!	0
False Advertisement: The pillow I received is nothing like the one in the picture. The pillow that I received is approx half the size (in thickness) as the one I received. I am not happy with the seller (Moshelle's). I will never purchase from this company ever again. I am currently deployed Military and I feel that this company is very disrespectful and does not show it's Military members the proper courtesy when dealing with such issues. Do not buy this pillow, you will not be satisfied.	0
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	1
Homer or Moses?: An extremely helpful gem on a complex subject of second century religious authority and textual use. For anyone serious about this period and the interelation of cultures, this book is essential. Is it complex and detailed? Of course, it must be to argue the point. Should you buy it? Yes, unless you want to keep running back to the library. I write this only after thoroughly disagreeing with the review above.	0
"Too Boring: This book had great potential that it did not live up to. I hope she goes back to writing more ""Dark Series"" books. This book needed more action and more editing - it was way too long for the amount of plot it had. :-("	0
letters from home: i like letters from home cuz it tells a story that if you really listen you can acctually hear john michael montgomery tell his story of soldiers and all that stuffi liked it and i like punk rock and rock so it must be good if i like it	0
Old and good: This book is worth to keep in your collection as it does not only advise what to do with sourdough but Ruth also told you what the picture of past 100 years ago in Alaska where no stand mixer nor any civilized stuffs in kitchen, just a pot of sourdough.	0
It works, BUT....: My size medium was true to size. This made my waist smaller and while I had it on, I didn't eat as much because of the pressure, it makes me feel full; however, all of the cinchers do this as it is its purpose. I did like the fact that it's shorter from the lower back and a bit longer on the tummy... BUTTT... a HUGE BUT for me... What I didn't like was that it made big bulges of fat on my upper back (eewww!)... and I don't even have back fat!!! So to me this defeats the whole purpose! All it did was cover my stomach fat but GAVE me back fat!!! Also, what's going on with the price increase?? I just bought this 3 weeks ago for $30, now it's $45!	0
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.	1
"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"	1
Edge of Danger: Somebody from higher places should have stopped Mr. Higgins and the publisher from putting this book on the market.It¡s quite disturbing to see the absence of integrity and sense of responsibility in providing a joy of reading to the public.All along, I had fight off the growing urge of disposing this disastrous novel only because the shipping charge cost more than the book itself.Yet, once I overcame my frustration and finished the book, I regretted not heeding to my senses.It¡s obvious that Mr. Higgins had no heart in writing this book, and he made no effort in showing creativity with words.I was about to scream my head off when he kept rehashing the same phrases (e.g., browning with carswell silencer) over and over again in every single chapter!!This book made me a true anti-Higgins....	0
"Pretty pathetic people: The new ""stars of comedy"" make me miss the real ones. Why don't you try to learn from thy elders, like Mel Brooks, boys?Side note: Hollywood hasn't come up with real comedy since ""Meet the Spartans."" Anybody who forgot how brilliant it was needs to watch again ""I Will Survive"" at the end of the Spartans (it might still be on Youtube: SidgzLnh_W4)."	0
a great book for Historical romance lovers: This is an engaging a count of life of Tess a girl who at a young age washed up on the shore of the Isle of May. With no memory of the life before then, she stays with the old caretakers of the isle. After the caretakers are dead a young man, Colin Macpherson washes up on shore. Colin takes Tess back with her to his castle where he helps her uncover her past. They are opposites,but you know what they say opposites attract. This book is just one of many in the Avon True Romance series. I have read every book in the series and I know that if you like this book you love the rest. This is a great book for girls about 10 to 16 because it is still a romance novel, but not what you call a trashy romance novel. It is a great novel fokr those who are just getting into romance novels.	0
"Delicious reading: I found the book to be light-hearted, fun and relatively fast-moving. True, it was predictable, but that didn't detract from Capella's take on the triad of Bruno, Laura and Tomasso. In fact, it was nice to see how Cappella put his spin on the Cyrano story. The descriptions of the food and the locale enhanced the story and added to the atmosphere, though at times were a ""trifle overdone"" (pun intended). The only thing that kept me from giving this a 5 was the author's descriptions of the sex scenes which were at times too graphic -- too male, perhaps, like reading Playboy/Penthouse letters -- for my taste. In all, though, the book was entertaining and a fun way to occupy a few summer afternoons."	0
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM	1
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 	1
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&	1
Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg	1
Wrong item shipped!!!!!: I ordered this waist cincher specifically to wear on my wedding day with my beautiful sleeveless dress. Unfortunately, they shipped the WRONG thing, and now I am stuck with a big, bulky and hideous vest! It has very ugly racerback straps, and I will definitely not be able to wear this under my dress. And the worst part, I'm out the money! I can't even return it for a refund, even though I haven't opened the box. VERY disappointed in this company. Buyer beware!	0
Product defective after 1 day of use: The product overall was comfortable and did shape nicely. The problem is that after only 1 day of wearing the product was bunched at the waist and the interior supports were bent without repair. I contacted the company and they did say I had the correct size and to wear a tank under the Squeem to help with bunching. This didn't help the bent supports and I returned the product.	0
scarlet letter: very hard to read, doesn't seem to go anywhere. I am struggling to finish it and may just give up.	0
Squeem: I ordered according to the size chart for my measurements and it was way to small!! Very uncomfortable.I returned it,	0
"This one is missing that Feehan Spark: This book was a major disappointment. It was missing that special spark that made Ms Feehan's other novels (especially Dark Desire) something special. I found the book had very little action, little romance, and a ""mystery"" plot that was never very mysterious or suspenseful. This is definitely not a book that I will pass on to my friends and family to read."	0
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D	1
The Art of Chinese Medical Science: I read this book, It's a good source of information related to Chinese Medicine. I would call it an Art of Chinese Medical science.	0
"Not the shape I was going for....: I have ordered the Squeem on three different occasions, trying a large, medium and small as my size changed after having twins. Unfortunately, I was disapointed every time and I returned it after trying it on. I don't know why I kept trying aside from desperation. It just gave me a very weird shape. Sure, it cinched in my waist at the sides but what I needed was to flatten my muffin top. I basically felt as if it squeezed my waist in and pushed all my ""excess"" down into the lower half of my torso making my muffin top even worse. I'm giving the product the benefit of the doubt with two stars thinking maybe it's just my body type that is the problem. I have a long torso at 5'10 and 140lbs. Great product in concept but didn't work at all for me."	0
Urgent! Please call 09061213237 from a landline. �5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+	1
"Don't Trust the Images: Dockers are Dockers, so that's not the problem. Just be sure you don't trust the images if you choose to buy these via Amazon. ""Cafe,"" for example, should be ""Coffee."" Despite the fact that the image for ""Cafe"" shows a stone or very light gray color, ""Cafe"" is actually dark brown. So the product isn't defective, but IS misleading: I didn't want brown pants, but that's what I got."	0
"Either 1 or 5 Stars. Depends on how you look at it.: Either 1 or 5 Stars. Depends on how you look at it.1 Star because they sent 6 feet of 2"" OD copper pipe.0 Star because they won't accept returns on it.5 stars because I figure it's actually worth $12-15/foot and since they won't take a return I figure I can sell it and make $40-50 on this deal"	0
Possibly the Best out of this series!: It was this book nearly 10 years ago that made me fall in love with L.J. Smith and her writing. I have read nearly everything by her in the years after my first encounter with Daughters of Darkness, yet this book remains dear to my heart. The characters pop out of the pages and you fall in love instantly with Rowan, Jade, and Kestrel...but you will especially fall in love with Ash. Look for Ash again in the 6th book of the series when he makes another appearance. This book is fantastic!	0
super hot: lil wayne and turk set the whole cd off the untamed killer seem to know how to flow. his beats are for real and i cant wait for lil wayne to come out with his solo cd	0
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW	1
accordingly. I repeat, just text the word ok on your mobile phone and send	1
Great control racquet: A great racquet for anyone, although it is better suited for the more advanced player. For years, I played with the OS version of this racquet which is noticeably more powerful and is a little more forgiving than the MS version. At this point, I prefer the MS version more just because of the better control and feel.Even now, the Prince Graphite (OS or MS) is still a great racquet, and IMO, one of the best control racquets ever made.	0
SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE	1
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's	1
"A romantic zen baseball comedy: When you hear folks say that they don't make 'em like that anymore, they might be talking about ""BY THE SEA"". This is a very cool story about a young Cuban girl searching for idenity who stumbles into a coastal resort kitchen gig with a zen motorcycle maintenance man, three hysterical Italian chefs and a Latino fireballing right handed pitcher who plays on the team sponsored by the resort's owner. As is often the case she 'finds' herself through honest, often comical but always emotional, interaction with this sizzling roster of players. With the perfect mix of special effects, that salsa sound and flashbacks, BY THE SEA, gets 4 BIG stars from me!"	0
You've won tkts to the EURO2004 CUP FINAL or �800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm	1
Jobst UltraSheer Thigh High: Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help.	0
Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel	1
Completely predictable: Up to now, I have enjoyed almost all of the Higgins books, although they have tended to become more samey. I was particularly disappointed by Edge Of Danger. The tired old characters of Dillon, Ferguson etc are dragged out again for this entirely predictable, highly contrived and unbelievable yarn. The plots have all been used before, and if you've read any two other Dillon books you'll be able to guess the next line throughout. I bought it to read on the plane - was bored by check in and had finished it long before boarding. Give this one a miss.	0
One of a kind book for timber frame building.: My husband loves this book. He said he has learned so much and that this was the best book to learn how to build a timber frame house by.	0
Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz	1
"Delightful, exotic world seen through a cat's eyes: ""The Rabbi's Cat,"" by French artist and filmmaker Joann Sfar, is a whimsical, charming fable featuring a rabbi, his lovely daughter, and a host of other characters headed by a talking cat. Both protagonist and narrator, the cat often acts as a Greek chorus who comments, often sardonically, on the actions of the humans around him. Set in pre-World War II Algeria, with a lengthy detour to Paris, the beautifully illustrated narrative depicts a richly diverse world in which individuals seek to preserve their traditions while constantly interacting with people of other cultural, social and religious backgrounds. In this multilayered environment, the presence of an intelligent talking cat does not seem entirely out of place."	0
voices from the farm: i have a copy of this book and love it and can't wait til the revised version comes out in a few weeks	0
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms	1
Product didn't match the picture/description: Unless they sent me the wrong product by mistake, the foot cushion picture and description does not match the item delivered. I was under the impression I would receive two (a pair) of water filled foot cushions that I could insert into my shoes. Instead I received ONE foot cushion, filled with another material (not water) that you attach to your foot via a toe strap. I was definately not happy with the item and sent it back for a refund. Luckily for me Amazon has a great return policy... they make returns very easy!	0
Book review: This is a book for all parents or parents to be, all people thinking of having children. Love and Logic is a program to help you be a more effect parent, raising responsible children. It can also be used on co workers and the rest.	0
Congratulations! Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.	1
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now	1
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase	1
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.	1
URGENT! Your mobile No 077xxx WON a �2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm	1
Lincoln and his time: For the mpost part any book by David Donald is worth the time and effort to read. This book offers fresh insights into the perception of Lincoln. Belongs on the shelf of every person interested in 19th century America.	0
